external_author_id	author	content	region	language	publish_date	harvested_date	following	followers	updates	post_type	account_type	retweet	account_category	new_june_2018	alt_external_id	tweet_id	article_url	tco1_step1	tco2_step1	tco3_step1
906000000000000000	10_GOP	Marshawn Lynch arrives to game in anti-Trump shirt. Judging by his sagging pants the shirt should say Lynch vs. belt https://t.co/mLH1i30LZZ	Unknown	English	10/1/2017 22:43	10/1/2017 22:43	1054	9637	254		Right	0	RightTroll	0	905874659358453760	914621840496189440	http://twitter.com/905874659358453760/statuses/914621840496189440	https://twitter.com/damienwoody/status/914568524449959937/video/1		
906000000000000000	10_GOP	JUST IN: President Trump dedicates Presidents Cup golf tournament trophy to the people of Florida, Texas and Puerto Rico. https://t.co/z9wVa4djAE	Unknown	English	10/1/2017 23:52	10/1/2017 23:52	1062	9642	256		Right	0	RightTroll	0	905874659358453760	914639143690555392	http://twitter.com/905874659358453760/statuses/914639143690555392	https://twitter.com/10_gop/status/914639143690555392/video/1		
906000000000000000	10_GOP	"Dan Bongino: ""Nobody trolls liberals better than Donald Trump."" Exactly!  https://t.co/AigV93aC8J"	Unknown	English	10/1/2017 2:47	10/1/2017 2:47	1050	9644	247		Right	0	RightTroll	0	905874659358453760	914320835325853696	http://twitter.com/905874659358453760/statuses/914320835325853696	https://twitter.com/FoxNews/status/914239496786505729/video/1		
906000000000000000	10_GOP	As much as I hate promoting CNN article, here they are admitting EVERYTHING Trump said about PR relief two days ago. https://t.co/tZmSeA48oh	Unknown	English	10/1/2017 3:47	10/1/2017 3:47	1050	9646	250		Right	0	RightTroll	0	905874659358453760	914335818503933957	http://twitter.com/905874659358453760/statuses/914335818503933957	http://www.cnn.com/2017/09/27/us/puerto-rico-aid-problem/index.html		
906000000000000000	10_GOP	"Sarah Sanders destroys NBC reporter: ""Trump made a joke, maybe you guys should get a sense of humor."" https://t.co/IceJ8acE3G"	Unknown	English	10/10/2017 20:57	10/10/2017 20:57	1066	10319	301		Right	0	RightTroll	0	905874659358453760	917856606729236480	http://twitter.com/905874659358453760/statuses/917856606729236480	https://twitter.com/10_gop/status/917856606729236480/video/1		
906000000000000000	10_GOP	First lady Melania Trump visits infant opioid treatment center in Huntington, West Virginia.  We love your grace and style @FLOTUS! ❤️❤️ https://t.co/hLAKPSOro6	Unknown	English	10/10/2017 23:42	10/10/2017 23:42	1068	10328	304		Right	0	RightTroll	0	905874659358453760	917898105365909504	http://twitter.com/905874659358453760/statuses/917898105365909504	https://twitter.com/10_gop/status/917898105365909504/video/1		
906000000000000000	10_GOP	Because he hates women so much, President Trump just nominated another woman, Kirstjen Nielsen, to be in his Cabinet.	Unknown	English	10/11/2017 22:14	10/11/2017 22:14	1070	10358	309	RETWEET	Right	1	RightTroll	0	905874659358453760	918238476369309696	http://twitter.com/905874659358453760/statuses/918238476369309696			
906000000000000000	10_GOP	"Pres. Trump: ""We want lower taxes, bigger paychecks, and more jobs for American truckers and for American workers."" https://t.co/gZe8mvpay3"	Unknown	English	10/11/2017 22:20	10/11/2017 22:20	1070	10357	311		Right	0	RightTroll	0	905874659358453760	918239830429052929	http://twitter.com/905874659358453760/statuses/918239830429052929	https://twitter.com/Breaking911/status/918235357161906176/video/1		
906000000000000000	10_GOP	"Pres. Trump just dropped a NUKE-truth-bomb: ""The NFL should have suspended Kaepernick for one game and he would have never done it again"" https://t.co/qKYPwhsglu"	Unknown	English	10/12/2017 0:38	10/12/2017 0:38	1070	10361	314		Right	0	RightTroll	0	905874659358453760	918274651020775424	http://twitter.com/905874659358453760/statuses/918274651020775424	https://twitter.com/10_gop/status/918274651020775424/video/1		
906000000000000000	10_GOP	"So we’ve gone from “Russia literally hacked the election for Trump” to “Russians helped Trump get elected by hacking Pokemon GO.""   Amazing! https://t.co/5IN03y54Ul"	Unknown	English	10/12/2017 20:01	10/12/2017 20:01	1070	10397	319		Right	0	RightTroll	0	905874659358453760	918567379860410369	http://twitter.com/905874659358453760/statuses/918567379860410369	https://twitter.com/10_gop/status/918567379860410369/photo/1		
906000000000000000	10_GOP	A cute 10 yo girl had a Trump dress on. Hannity asked her why she liked him. She said because he's doing great things for the country! ❤️❤️ https://t.co/QzXbuPgH2B	Unknown	English	10/12/2017 3:02	10/12/2017 3:03	1072	10366	317		Right	0	RightTroll	0	905874659358453760	918310998913798144	http://twitter.com/905874659358453760/statuses/918310998913798144	https://twitter.com/10_gop/status/918310998913798144/video/1		
906000000000000000	10_GOP	President Trump: #Iran was Economically BANKRUPT until Obama gifted them 1.7 BILLION in CASH &amp; infused 150 BILLION into their economy ...... https://t.co/GocTNG4KyL	Unknown	English	10/13/2017 20:38	10/13/2017 20:38	1070	10441	334	RETWEET	Right	1	RightTroll	0	905874659358453760	918939099972669441	http://twitter.com/905874659358453760/statuses/918939099972669441	https://twitter.com/StockMonsterUSA/status/918933849664495616/video/1		
906000000000000000	10_GOP	"After posting their support of President Trump, Arizona restaurant forced to close down due to death threats. This is the ""peaceful"" left. https://t.co/GPPQCSfYNe"	Unknown	English	10/14/2017 1:09	10/14/2017 1:09	1071	10451	341		Right	0	RightTroll	0	905874659358453760	919007302635737088	http://twitter.com/905874659358453760/statuses/919007302635737088	https://twitter.com/10_gop/status/919007302635737088/video/1		
906000000000000000	10_GOP	#FakeNews MSM has been out to get President Trump since he was a candidate.  Be warned--We The People are fighting back &amp; you're going down.	Unknown	English	10/14/2017 2:09	10/14/2017 2:09	1073	10456	348	RETWEET	Right	1	RightTroll	0	905874659358453760	919022327513395200	http://twitter.com/905874659358453760/statuses/919022327513395200			
906000000000000000	10_GOP	President Trump tweeted this back in 2012. https://t.co/MZ8clJIykT	Unknown	English	10/14/2017 2:21	10/14/2017 2:21	1073	10456	349		Right	0	RightTroll	0	905874659358453760	919025299735678977	http://twitter.com/905874659358453760/statuses/919025299735678977	https://twitter.com/10_gop/status/919025299735678977/photo/1		
906000000000000000	10_GOP	President Trump tweeted this back in 2012. https://t.co/lW763v7iB7	Unknown	English	10/14/2017 2:26	10/14/2017 2:27	1073	10456	349		Right	0	RightTroll	0	905874659358453760	919026695453192192	http://twitter.com/905874659358453760/statuses/919026695453192192	https://twitter.com/10_gop/status/919026695453192192/photo/1		
906000000000000000	10_GOP	President Trump and first lady Melania Trump lead White House staff in a moment of silence for #LasVegas. https://t.co/SNeRLafThC	Unknown	English	10/2/2017 19:24	10/2/2017 19:24	1066	9696	262		Right	0	RightTroll	0	905874659358453760	914934137676615680	http://twitter.com/905874659358453760/statuses/914934137676615680	https://twitter.com/kristina_wong/status/914926716921024512/video/1		
906000000000000000	10_GOP	'@CNN in hysterics as Puerto Rico FULLY EMBRACES President Trump w/ Love and Cheers of Praise !!  Fake News Narrative CRUSHED https://t.co/Mn6Jt7IO9B'	Unknown	English	10/3/2017 21:51	10/3/2017 21:51	1067	10031	277	RETWEET	Right	1	RightTroll	0	905874659358453760	915333432737230848	http://twitter.com/905874659358453760/statuses/915333432737230848	https://twitter.com/StockMonsterUSA/status/915296465685061632/video/1		
906000000000000000	10_GOP	"Pres. Trump to Las Vegas first responders: ""You showed the world—and the world is watching—and you showed what professionalism is all about"" https://t.co/fwSNHainih"	Unknown	English	10/4/2017 19:18	10/4/2017 19:19	1068	10105	282		Right	0	RightTroll	0	905874659358453760	915657462136672256	http://twitter.com/905874659358453760/statuses/915657462136672256	https://twitter.com/10_gop/status/915657462136672256/video/1		
906000000000000000	10_GOP	"Las Vegas victim meets Trump, stands up on wounded leg: ""I will always respect my country, my President,my flag!""  You won't see this on CNN https://t.co/zHEFA3LELv"	Unknown	English	10/5/2017 0:51	10/5/2017 0:51	1070	10119	288		Right	0	RightTroll	0	905874659358453760	915741126182735873	http://twitter.com/905874659358453760/statuses/915741126182735873	https://twitter.com/10_gop/status/915741126182735873/video/1		
